Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"I've noticed a recent pivot. They are not calling it a ""mask"" anymore. Officials are using the phrase ""face coverings"" instead. Any ideas why?
@Surgeon_General
#COVID19",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1283128178626760706
"Should we petition these governors to be recused 

@GregAbbott_TX",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285164229222440963
"@CiscoPress @Wendellodom Thank you,@CiscoPress! #StayReady",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1287526913624412166
"@nxyxm Man with beard and moustaches
.
OH MAN!! You belong to my imagintaion. This dimple behind your beard is just a pure reflection of my love. These arc like eyebrows, heavenly eyes, nose like a knife’s bridge, diamond tooth are marvellous...
#selfwtiting #SelfIsolation",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1288943279220850688
"@RandPaul Great job, Senator!",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1278172885081894913
:notes::arrow_forward:Baby favour @lilkeshofficial   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1285575953947729920
"#TheLounge with deejayfoxy
Np organic  synchro jazz  @KolaOgunkoya
deejayfoxyone @sollazo1 
#RaypowerNigeria 
",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280534986718957568
@globalnews More like Canada's top propagandist. #HydrochloroquineIsTheCURE,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1288165345375719426
:notes::arrow_forward:Badman @youngskales On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283067726043512835
@ScottsdaleFire Thank you for the reminder.  Thank you for all you do. #staywell,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1281784696775430144
@njdotcom @GovMurphy sucks,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277756574891675648
@realDonaldTrump MAKE THE WALL.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1282127716783992832
"@ConflictsW In spite of recent optimism, today’s catastrophic coronavirus vaccine explosion finally put paid to the idea Covid-19 will ever be under control",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1290742723104972805
:notes::arrow_forward:Can you do the work @duttypaul    On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1277990353447067649
"@Stellablue9 Actually the rioters are causing escalation.
Obviously
#EndTheProtests",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287966057991471104
"@cassandra17lina And also bring them inside
",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1277341171669520384
"bizarrely the #msm making no effort to identify the slags and, one suspects, homosexual ‘bottoms’ who let security staff pork them while  in quarantine; thereby spreading the virus. name ‘em. shame ‘em. #auspol #andrews",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280679372010033152
"iSaturday indiphethe grand mfowethu... mayikhale wireless....sikumamele apha no Chantelle.....idiba leraido....ndise Missionvale,@eBhayi
#UWFM60 
#JaivahMzantsi

@UWFM88_106FM
@Yanga_Mabokela",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1284589273879126020
"Now can I call u covidiot back?
Been saying this from day 1:smirk::smirk::smirk:
:smirk::smirk::smirk:But again im much more civilized so won’t do that:kissing_heart: 
#coronavirus #lebanon #coronalebanon #Covid_19 #COVIDIDIOTS #COVID19 #coronaLebanon #LebanonCorona #CoronavirusPandemic #covid1984 #COVID",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1273123433606414336
:notes::arrow_forward:Let me know @youngjonn @TiwaSavage @joeboyofficial  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288137620392947713
:notes::arrow_forward:Last hurrah remix @BebeRexha  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287013630752567298
"@shekharsuman7 @PawarSpeaks @ramkadam @OfficeofUT #DilBechara :Hero banne k liye popular nhi ban na padta.Wo real life mei bhi hote hain. 2020 was not a good year but it was good enough to show the faces of REEL heroes (""populars"") &amp; REAL HEROES such as @shekharsuman7 , @SonuSood &amp; many others #SSR",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1289463341442674688
"Any business owners out there have a 20yr old inspector come to your office/place of business yet to instruct you on how to use hand sanitizer &amp; disinfectant?:expressionless:

Its happening in Pennsylvania

PS Theres a plexiglass shortage 

#COVIDIOTS 
#coronavirus",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285029007537340416
:notes::arrow_forward:Watch out @EmpireFOX @EzriWalker  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283418919097769988
"@the_hindu I want to give a suggestion about covid-19. My idea is to arrange the  audio SPEAKERS to each and every Area or Street, which is used to Spread the news about Covid or about any disasters. It helps  people to know about situation and to alert them .",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1286182192033366016
@ChronicleLive Hmmmm Black Lives rallies.....kinda hope its those that thought they were better than the rest.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286184538784378881
@CP24 This needs to stop now,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1277187534301401088
Truants not tyrants. The number of kids not in schools these days.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1285493732675026944
"Smiles are great investments,the more you collect ,the better you feel... #windysaturday
#notSoGood",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1281876543527165952
"#DougDucey @dougducey @drcarachrist ""doctor"" @kelliwardaz @SenMcSallyAZ @AZGOP #Republicans totally failed #Arizona on #covid19. People will die because they B.S.'d people and fed the #hoax &amp; ""wearing a mask in anti-trump"" crap. Disgusting. Immoral. 

#WearAMask ",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1277043694202269696
"@JoeBiden ...and as we see the cases rise the mortality rate continues to drop.
Here is how the math works: deaths/cases=deathrate
As the deathrate drops our need to open increases.
A y further delay is anti-science. Or in this case, anti-math.",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286679407730388992
"@Wilki_Nyabwa @JerotichSeii @waluwande I am, my symptoms have been mild but present. Fatigue, itchy ears and mild headaches. The more of us that talk about this the better it will be to ensure stigma is done away with",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1286162740743208960
:notes::arrow_forward:Hello girl @tiran_music On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285901078828064770
"Message to #BorisJohnson

in a country that is so divided on issues from Brexit now spilling over into this #COVID19  fiasco

just try introducing compulsory mask wearing and watch the civil war on the streets start",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280784159158480896
Lit the fuse. Normally takes around 15 minutes for bedwetters to start confirming my deepest concerns - they are less intelligent than first suspected. Time for a coffee.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286935998996320256
@AdobeForEdu Thank you for organizing it see you next year in person #creativity #EducationForAll,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1289270771450179584
:notes::arrow_forward:Pull up @ReekadoBanks  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280885953599504389
"@SrBachchan #AmitabhBachchan Don't take tension sir, you are a good leader, and I know that you come back home as soon. I pray for you and your health from god.",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1282179989215907840
:notes::arrow_forward:Firework @katyperry  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285973061716541440
@nbcbayarea Very sad. What's up with people who insist on traveling just for a change of scenery?,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1286798885210320896
:notes::arrow_forward:Dangerous love @TiwaSavage    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289558244625539073
:notes::arrow_forward:Dance @timayatimaya @rudeboypsquare   On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1290648267710238733
@TMobile Last movie in theaters - Avengers : Endgame. Last movie at home - Onward (released due to virus). Could use this for home movies with 2 kids during this time. #TMobileTuesdays #contest,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1290650637663981568
:notes::arrow_forward:Ishe @lilkeshofficial  On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283067340951781377
"6988 new #CoronaVirus cases in TN today.

1329 cases from #Chennai

7758 discharges and 89 new deaths.

Total cases in the state now is 206737.

#TNCoronaVirus",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287021088203931648
"@KarluskaP If my man endorses it, I’m behind it. Even though I hate it.",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1286146269723930629
:notes::arrow_forward:Time bomb @samini_dagaati @wizkidayo On #Totorimuzik @Djitchyfingazz:headphones: #spinning:arrows_counterclockwise: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1278345099328606211
:notes::arrow_forward:Fall again @B_RedHKN   On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288140103454470145
"Our services are carried out with respect, empathy and dignity. Each person is special and unique; therefore every farewell should be unique as well.

Available 24/7
:telephone_selector:0672456559

#TVMFUNERALGROUP 
#TVMFUNERALS
#LETUSLENDAHELPINGHAND",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1283684892828676096
:notes::arrow_forward:Suffer head @mreazi @official2baba  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280881058691584001
:notes::arrow_forward:Born to win  @timayatimaya  On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1289557926496018432
"#TheLounge with deejayfoxy
Np  diamond @iam_remicrown @pheelzmrproducer @OBAKSOLO @ayoola_danny
deejayfoxyone 
#RaypowerNigeria 
",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280538694437437440
:notes::arrow_forward:Sponono @DjMaphorisa @wizkidayo @burnaboy @KabzaDeSmall_ On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285933505680232451
@MemoMakanika Happy Birthday. Have a blast,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1284785447768666115
"Prof Raj Bhopal, ""Even if a vaccine is found it may not work well for older people and those with underlying health conditions."" 
It's been proven if you're fit &amp; healthy you've more chance (statistically)of being killed in a car crash than die from #Covid_19
So",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1289877390659850241
@SenSchumer It is all about cases for @ABC @CBSNews @NBCNews @CNN not deaths. Deaths are down. That’s good news!!!,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1280487106490449921
"@BBCNews Why is emergency legislation in place?

11 dwarfs isn't a national emergency.",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282758761468362756
"Yes, hello. Putting “had such a great time doing _______ while social distancing!” as your caption under a picture of you with a group of 20 people, does not make it social distancing. Thank you for coming to my TedTalk. #MaskUpAZ",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1284673399696973824
:notes::arrow_forward:Soft work @falzthebahdguy    On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280861849957928962
:notes::arrow_forward:Beginning @joeboyofficial   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287031552765984768
May ALLAH protect all from this covid19 pandemic,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1285095608726900736
":play_button_selector::radio: unhappy  @lewis24779103 @uzoma_a2ma
 @deejayfoxyone 
 
#RaypowerNigeria",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1282138726475411457
@DailyCaller Mass hysteria instead of sunday mass.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1286690074105528320
"@RayMahlaka ""In a DEMOCRACY such as ours"" &amp; ""media freedom is sacrosanct""? Really?! Who are you trying to fool @MYANC @PresidencyZA with sweeping statements like these? Clearly, in your skewed version of reality the definition of democracy is totally different to ours.",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289115181516234752
@Ro_Smith @newscomauHQ Fascist police state of Victoria is a travesty of justice.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1290475752689815552
"@mygovindia @narendramodi Dairy products, vegetables , Fruits , Dry fruits , 
Species , Meat , Egg , 
Household cares soap, oil , powder , brush paste

Personal and baby care

Hey sab Diwali tak arrange karo 
We will ",stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1277956202714955777
:notes::arrow_forward:Row the body @TaioCruz @FrencHMonTanA   On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281937362675798017
@GovWhitmer The science says,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281414834815291392
@whatgives1313 Nov 8th 2016,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1288593375038382080
@TheLeoTerrell @GavinNewsom @MayorOfLA @realDonaldTrump I've had enough of this! Stop the Blame Game and,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282992414399946757
"@Leo_girl001 The D-Day is finally here. ... 
You always shine like the sun and illuminate the lives of those around you. ... 
You are such a special girl and you bring joy into our lives.
Happy birthday :birthday: dost 
#hbdmadiha",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1290455997841113093
:notes::arrow_forward:Record of life @iammrsongz On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281959612141449217
The only people who understand shielding are the shielded.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1276929517530107905
Masks Are Muzzles #COVID19 #Plandemic2020 #CoronaVirus #KungFlu,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1276642657956225024
:notes::arrow_forward:On your side @youngskales  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285579410108821506
@robcmorgan @munnwez @TiceRichard @RishiSunak @BorisJohnson They won’t.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1285474767689125889
@lennycurry No and No and the election should be pushed to 2021 as well,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283032528056713217
:notes::arrow_forward:Kwere @iamslimbrown  On #TRENDVILLA @fomaliciousbabe @Akpos_carrytalk @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285930503300931585
:notes::arrow_forward:Crushed up @1future    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1287003272050507776
"@RealMattCouch He's pretty good at trying to hand out money that the USA cant afford and knows is the dems will never pass!

#nomorestimulus",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1287924373358346245
@RedPillMaC Time to,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1280829835854647296
@JohnPaulDanko Niagara Area Council turned dwn Face covering. Includes St Kitts. Guess where I’ll be shopping? Not #HamOnt I dont stand in lines now. My $ goes to th nxt biz. If I hv to wear a mask I go to th nxt biz. Hamilton small business nds to tell @FredEisenberger,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1282555918639562754
"HAPPY EID MUBARAK!!!
To all the Muslims around the globe. Have a safe Eid",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1288820785587482624
@NYGovCuomo Crazy times when attending a concert makes you a freedom fighter.,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1288142153873416192
"Until we have a unified national strategy, we will never beat COVID. #COVID19 #WearADamnMask",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289873736540155904
"@Mikel_Jollett #DestroyDeJoy before he destroys the @USPS 
#VoteByMail",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1289544717328248833
:notes::arrow_forward:Disturbance @davido @peruzzi On #Totorimuzik @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1285966095346786304
@JonLemire Very smart @JustinTrudeau — it’s highly infected with #Covid19:bangbang::bangbang::bangbang::bangbang::rotating_light::mask:,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1280259169262632960
Alhmdllh to Everything #Happiness #Smile #sundayvibes #Chilling with my friend @jigawastae #Jigawa_Connect,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1277269038608113666
"I know you should not equate money to life 

but because death seems to be the currency everyone is dealing in at the moment 

at current Government spending on this crisis

every UK #COVID19  death has cost approx £6.5 Million !!!",stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1283677567069966337
:notes::arrow_forward:Say what @djjimmyjatt @cdqolowo    On #trendmuzikblast @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1281931498208272387
:notes::arrow_forward:Twisted @FrencHMonTanA @therealjuicyj @asvpxrocky  On #BREAKETIMESHOW @Archchildify @Djitchyfingazz #spinning:repeat_one: LISTENLIVEON #OURAPPONPLAYSTORE AND #WEBSITEONBIO,stay_at_home_orders,NONE,"3.  The tweet is not explicitly expressing opinion. (For example, the tweet is simply giving information.)",other,1283367389837635584
The deeper you go in faith the more beautiful life becomes. #Niceguy,stay_at_home_orders,NONE,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1283646222461308928
