Tweet,Target,Stance,Opinion Towards,Sentiment,Tweet Id
"@kazweida :thumbsup::thumbsup::thumbsup:thks
@WeAreSinclair #Plandemic 
#BoycottSinclair 
#AdvertisersTakeNotice
#ComcastComplicit #BoycottSinclairAffiliates
#IBelieveFauci #ISupportFauci",fauci,FAVOR,_,_,1286988061834973184
"@RichardReichle He is lying. They are already rolling out COVI-Pass. The plan is that no one will be allowed to work, receive an income, go to school, visit a doctor, drive a car, shop, dine, or gain access to any establishment without proof of vaccination. #ScamDemic",fauci,AGAINST,_,_,1296301550533476353
"@205patriot He’s in his “BUBBLE” ... (with family). He doesn’t need a mask in that situation, but role models one anyhow.",fauci,FAVOR,_,_,1286846638422728706
Face masks can be a complement to other things when other things are safely in place. But to start with having face masks and then think you can crowd your buses or your shopping malls — that’s definitely a mistake.- Anders Tegnell,fauci,AGAINST,_,_,1296249559388061697
"@davidhogg111 @realDonaldTrump 145,333 deaths. 4,106,346  cases. Covid growing exponentially. Only 14.9% tested. STILL NO PLAN. 43 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath #trumpgenocide",fauci,FAVOR,_,_,1286843599896760321
"@QuickTake HARD NO! EVER!

Why don’t you allow HCQ use over the counter ?!
@zev_dr #ZelenkoProtocol 

#FauciTheFraud 
#FauciLiedPeopleDied",fauci,AGAINST,_,_,1296243317672480768
@RepAndyBiggsAZ Go f:reversed_hand_with_middle_finger_extended:ck yourself! Another Kool-Aid drinker. Do us a favor go visit FL and breath deep! #COVID19 #StandWithDrFauci,fauci,FAVOR,_,_,1286500713837756423
"@realDonaldTrump Save your breath.  The Dems are far too stupid to understand anything regarding covid, they just want to attack you for it.  If they actually ""followed the science"", the country would be fully open and kids would be going to school.  Just win in November, then",fauci,AGAINST,_,_,1296207962873225217
"@chrislhayes @DanCrenshawTX 144,242 deaths. 4,034,831  cases. Covid growing exponentially. Only 14.9% tested. STILL NO PLAN. 43 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath #trumpgenocide",fauci,FAVOR,_,_,1286490691774722049
We are being conditioned to have an excuse for unbelievable acts of tyranny against us. #globalists #NWO #ArrestBillGates,fauci,AGAINST,_,_,1296192994408689664
"@aravosis That’s the 2020 #SocialDistancing Screwball!! At least, he practices what he pitches! :rolling_on_the_floor_laughing: :woman_shrugging_light_skin_tone:",fauci,FAVOR,_,_,1286481140841234436
"@LatulippeSteven @Robinabank4 Fauci having financial ties to a possible vaccine has not only a conflict of interest, but has now lost all credibility",fauci,AGAINST,_,_,1296183462177566720
@Bill_Maxwell_ Still :100: x better than #TrumpLiesAmericansDie,fauci,FAVOR,_,_,1286441436544548865
@QuickTake Fauci please do the world a favor and step down. ENOUGH playing us all like a puppeteer!,fauci,AGAINST,_,_,1296176177837613056
"@realDonaldTrump Protests did not cause spikes. Black &amp; Brown ppl didn’t cause spikes. You can blame, but it is your mismanagement. You said it was a hoax and politicized masks. Still don’t have testing. Still no plan. Where is #Fauci? Resign. #TrumpVirus",fauci,FAVOR,_,_,1286262070166671360
@andrewjonsso When is Fauci going to be imprisoned?,fauci,AGAINST,_,_,1296158113423294464
"@TDen2020 And whatever you, follow @RandyRainbow...:smiling_face_with_3_hearts:

#ONEV1 
#TrumpVirus 
#VoteBlueToSaveAmerica2020",fauci,FAVOR,_,_,1286129933849210881
"@QuickTake Fauci needs to face a firing squad. Like DJT said once, “You’re fired”. Enough already.",fauci,AGAINST,_,_,1296114184560750592
"@briantylercohen @SpeakerPelosi 141,845 deaths. 3,887,664 cases. Covid growing exponentially. Only 14.4% tested. STILL NO PLAN. 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath #trumpgenocide",fauci,FAVOR,_,_,1285719710198370304
@QuickTake The D33pstate$ B!tch.  :joy::joy::joy::joy:,fauci,AGAINST,_,_,1296096371875803138
"@GMA @marykbruce Why do briefings?! I mean he wants to stop :stop_sign: the testing , we have so many cases of #COVID19",fauci,FAVOR,_,_,1285536401333919746
@TomFitton Good riddance.  Can we get rid of Fraudci now before he challenges this and locks us up again? Who died and left himGod? Is he the only scientist in the world why isn’t anybody challenging him for real?,fauci,AGAINST,_,_,1296065218867376131
"@LindseyGrahamSC FFS- he is the supposed leader of the free world and it’s taken NEGATIVE POLL NUMBERS, NOT THE 140,000+ DEAD AMERICANS to make him promote mask wearing! #TooLittleTooLate",fauci,FAVOR,_,_,1285356228210761731
@drdavidsamadi @BethTho34834339 yea he said we didn't need masks either and LOOK HOW FAST THAT GOBLIN changed opinion!!!!!! STAY ON GUARD. @realDonaldTrump,fauci,AGAINST,_,_,1295953498496933888
"@GOP @GOPChairwoman Then why is he trying defund CDC for testing and tracing in the next aid package when experts agree that’s the way to open safely? 
:hiking_boot::clown_face::ocean::flag_for_United_States:",fauci,FAVOR,_,_,1285326954053267456
"@zev_dr The long term solution is to #EndTheFDA, but a good first step would be to",fauci,AGAINST,_,_,1295939360710434816
"@Mike_Pence @VP @RepGrothman @RepBryanSteil 140,563 deaths. 3,774,769 cases. Covid growing exponentially. Only 13.8% tested. STILL NO PLAN. 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath #trumpgenocide",fauci,FAVOR,_,_,1285248786403475462
@Cleavon_MD @AmyMek Only your immune system and herd immunity can protect you from a virus...no mask ever has or ever will.,fauci,AGAINST,_,_,1295929049764605954
":mask: Wear your mask
:soap:Wash your hands
:left-right_arrow_selector: Social distance
 :stethoscope: Listen to Dr. Fauci",fauci,FAVOR,_,_,1284686731690889218
"@zev_dr WHERE IS DR. ATLAS?!?!?

@AlexBerenson 
@zev_dr 
@drsimonegold 
@realDonaldTrump 

#UnmaskAmerica
#Scamdemic 
#COVID19",fauci,AGAINST,_,_,1295877273544003584
"@PeterHotez Thank you for speaking out in the face of all the antimaskers and hoax conspiracists. If we had an administration that actually listened to the science, we wouldn't be in this boat.",fauci,FAVOR,_,_,1284312920478879744
@OJL1922 @DonnaWR8 @KingFromEgypt He didn't the guy is a con artist apparatchick that has been their for years. He sucked Trump and the rest of the world(!) in. The better question is why has Trump not fired and indicted him already,fauci,AGAINST,_,_,1295807280475250688
@CDCDirector Or you could ignore the president and actually talk about wearing masks and staying home. #ScienceMatters,fauci,FAVOR,_,_,1284289615759699968
@DaysLeft4Trump @WhiteHouse Wait. They said 15 days...,fauci,AGAINST,_,_,1295797989118812160
"@JoeBiden 138,384 deaths. 3,578,593 cases. Covid growing exponentially. Only 13.3% tested. STILL NO PLAN. 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath #trumpgenocide",fauci,FAVOR,_,_,1284252837170393089
@trjones24 @The_Q_Wall Awesome!,fauci,AGAINST,_,_,1295774053366718465
@politvidchannel She's definately one of the #COVIDIOTS barking false narratives. #Fauci,fauci,FAVOR,_,_,1283879920054292480
@realDonaldTrump Dr. Fauci says they did it correctly!,fauci,AGAINST,_,_,1295739797651087361
"@thehill @IvankaTrump TRUMP turned mask wearing into a political issue.
Even after Trump finally wore one 3 months too late Republican Governors in COVID-19-surging states won't mandate masks.
People are harassed by Trumpers for wearing masks!
#TrumpDeathToll140K 
#Biden2020Landslide",fauci,FAVOR,_,_,1283773472435576832
That asshole Fauci MUST be fired. Now he’s undermining Trumps message on kids hardly being touched at all by saying “could be long term effects on younger people”! I can’t stand this guy.,fauci,AGAINST,_,_,1295731034768588800
"@ThePubliusUSA 137,420 deaths. 3,499,771 cases. Covid growing exponentially. Only 11.8% tested. STILL NO PLAN. 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath #trumpgenocide",fauci,FAVOR,_,_,1283769718004789254
@paulcshipley @KamalaHarris 5 governors who ordered Covid patients to nursing homes. #CuomoIsAMurderer  Fauci sent 7 million to Wuhan lab over 6 years.   Feb Fauci says Covid is nothing to worry about.  March Fauci says no need for masks.  False info to our POTUS &amp; To American people.,fauci,AGAINST,_,_,1295650781857644544
"@ABCWorldNews @jonkarl Stop :stop_sign: help the American people , #COVID19 address this pandemic don’t ignore it!",fauci,FAVOR,_,_,1283582494181400582
"@va_shiva @realDonaldTrump @POTUS @EricTrump @TeamTrump @DonaldJTrumpJr @FLOTUS @fordnation

PLEASE YOU NEED TO WATCH THIS TOMORROW! 12 noon est. Londonreal

PLEASE",fauci,AGAINST,_,_,1295554116912111616
"@RVAT2020 @Mike_Pence @WhiteHouse 136,438 deaths. 3,431,744 cases. Covid growing exponentially. Only 11.8% tested. STILL NO PLAN. 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath #trumpgenocide",fauci,FAVOR,_,_,1283559597861552128
@RN_JB7 Ka-boom! Doc just destroyed vaccine pushers dream to vax the world! #Hydroxycholoroquine #gatesofhell,fauci,AGAINST,_,_,1295522012627116032
“I have a very good relationship with Dr. Fauci. I call him ‘Grouchy’ Fauci. And he calls me ‘Trumpkopf’... They tell me that’s German for ‘head’” @realDonaldTrump #COVID19,fauci,FAVOR,_,_,1283555415364562945
@eileeniorio Fauci is a fraud and should be replaced..,fauci,AGAINST,_,_,1295494944702918657
If you can’t wear a mask for medical reasons that’s cool...send someone who can and show some damn respect for other vulnerable people out there! #WearAMask,fauci,FAVOR,_,_,1283461474959196160
@MZHemingway About flipping time!,fauci,AGAINST,_,_,1295494681179172866
"@ImJustTommie @Acosta :joy::rolling_on_the_floor_laughing:  It's too bad this isn't funny, so I have no idea why I'm laughing.  #COVID19  #CDC  #TrumpIsNotWell",fauci,FAVOR,_,_,1283267953643773955
.@WhiteHouse The entire premise of Dr. Fauci's “solutions” is predicated on the notion of granting the government with broad powers and unconstitutional controls. Remove Fauci from both the White House Coronavirus Task Force &amp; NIAID!,fauci,AGAINST,_,_,1295483814576369664
@JuddApatow @TheDemocrats Testing working to welll ?! What in the hell does that mean ?!,fauci,FAVOR,_,_,1283238909095419910
@markknoller Well if #HCQ was used in the beginning maybe a lot less deaths would have occurred without the no help masks.,fauci,AGAINST,_,_,1295480686334238721
"@TeamTrump @realDonaldTrump #voteblue 135,425 deaths. 3,341,838 cases. Covid growing exponentially. Only 11.3% tested. STILL NO PLAN. 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath",fauci,FAVOR,_,_,1283206478455808002
@NikolovScience Boom.,fauci,AGAINST,_,_,1295479705722912774
"@realDonaldTrump #ChildrenInCages 135,425 deaths. 3,341,838 cases. Covid growing exponentially. Only 11.3% tested. STILL NO PLAN. 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath",fauci,FAVOR,_,_,1283206272179994633
@JoeBiden Just imagine where we’d be if we had a scientist that wasn’t wrong about everything,fauci,AGAINST,_,_,1295468589076684801
"@chuckwoolery Because he has intelligence, compassion, and love for the American people - things that @realDonaldTrump will never have.  #TrumpIsALaughingStock #COVID19",fauci,FAVOR,_,_,1283187570244034562
"Stop calling this pandemic ""deadly"". It is not. The science says it isn't, statistic says it isn't. Democratic politicians and public health experts (not actual doctors) are fearmongering, bullying the people and calling for tougher measures from this non-virus.",fauci,AGAINST,_,_,1295452356822302720
"@realDonaldTrump Yet, in areas where the wore mask, social distanced, and shut down when the should are not showing all of the positives now. Some places are back to struggling to get enough tests again. Faux News is fake news Don. Get an expert. #TrumpVirus",fauci,FAVOR,_,_,1283157828237238272
@drdavidsamadi Really?,fauci,AGAINST,_,_,1295436761984688128
"@Newsweek I live in FtWorth, Texas! My kids will not be the government’s guinea pigs!! Use your own damn kids!! #TrumpVirus  #TrumpGolfsAmericansDie",fauci,FAVOR,_,_,1283133148356841479
"@KidukSong We’re the biggest F’n dupes on the plant if this S is true.
#covid19hoax #FauciTheFraud @FauciFan #Fauci",fauci,AGAINST,_,_,1295427661511229440
"@MollyJongFast Yeah.  :red_heart_selector::two_hearts::red_heart_selector: We love you all but, some are sick and irresponsible. Please be better so we can be with you all again!!! If you do, I’ll make you maple pancakes and poutine!! Xoxo #WearAMask #SocialDistancing",fauci,FAVOR,_,_,1283105340859588608
@UPMHPM @kelliekelly23 @POTUS Great job compiling and breaking down one of the largest thefts of all Time,fauci,AGAINST,_,_,1295419439626813440
#IStandWithFauci because why the hell would I believe @realDonaldTrump when he literally makes up “facts” as he goes along.  #TrumpLiesAmericansDie #TrumpVirus,fauci,FAVOR,_,_,1283082422712545280
Trump would win the worldwide vote with,fauci,AGAINST,_,_,1295379732092137474
"@gwentrogers20 @realDonaldTrump TRUE LEADERS LEAD by    EXAMPLE.                                      Had @realDonaldTrump @VP done the right thing-worn a mask- they could have avoided 138,273 DEATHS. #trumpGOPisCullingAmerica     3,480,059 INFECTED !#VoteBiden #MaskUp  Science=FACT!",fauci,FAVOR,_,_,1283040492440223746
@DrJudyAMikovits @TrustGodwe Fauci tried to destroy Dr. Mikovits for exposing the truth.,fauci,AGAINST,_,_,1295377223768256512
"Grow Up America! #Fauci is a scientist and advises according to what science knows! Yes, months ago No Mask was fine. Science has more information now",fauci,FAVOR,_,_,1282917634179203072
@realDonaldTrump You lost everyone by mentioning,fauci,AGAINST,_,_,1295352272759791616
I will always trust Fauci and will never trust @realDonaldTrump. tRump is a mob boss and the biggest liar ever. I'd be surprised if Fauci ever purposely and knowingly lied. In this country it's not the #ChinaVirus it's the #TrumpVirus.,fauci,FAVOR,_,_,1282912017553125377
Is Anthony Fauci speaking at the Democratic National Convention?,fauci,AGAINST,_,_,1295205202736197632
"@realDonaldTrump Who is going to tell her that there is STILL a PPE shortage? Still not enough testing, no contact tracing, no national mask mandate. This regime has failed. Common defense? General welfare? It’s criminal. #JoeBidenForPresident2020",fauci,FAVOR,_,_,1282891691301773312
@dcexaminer @ACatholicKnight Time to fire this dictator wannabe.,fauci,AGAINST,_,_,1295186027926233090
"@WildBil19258248 @JoeBiden Hello Comrade WildBill19258248, how is the weather in Siberia? I hear it is very hot. Has that killed the Coronavirus like Dear Leader  claims?

#TrumpVirus #CoronaDon",fauci,FAVOR,_,_,1282886577870561286
"@IDPH Or, how about we don't wear a mask at all and you go fuck yourselves for infringing our freedoms.

August 31st is no mask day. We're returning to normal. This BS is over!

#openillinois #recallpritzker #Rebellion #backtonormal #FauciTheFraud",fauci,AGAINST,_,_,1295173672144076800
"@BeyondBlonde3 If wearing a mask was a national focus from the beginning, instead if politicized, we wouldn't be where we are today. 
But ..you know... truMp.
:rage::face_with_symbols_on_mouth::rage:
#TrumpVirus",fauci,FAVOR,_,_,1282872132465307648
@EWoodhouse7 Never. #FireFauci,fauci,AGAINST,_,_,1295170584398233600
"""In the same interview, Dr. Fauci also warned that the coronavirus could become “a major outbreak.”
By Jack Holmes, Esquire
#SupportFauci",fauci,FAVOR,_,_,1282868263416934407
@realDonaldTrump It's way past time to fire and rebuke Fauci,fauci,AGAINST,_,_,1295166670273679360
.Betsy DeVirus has no plan whatsoever to safely open schools in the fall.   :rage::rage::rage:,fauci,FAVOR,_,_,1282834062474870784
@Surgeon_General @CDCgov If you are already wearing a mask and I’m not that means I’m not protected but you are:joy: so don’t worry u won’t get sick u are wearing your mask and me u shouldn’t worry about God gave me a head and I know what’s best for me! Thanks #nomask,fauci,AGAINST,_,_,1295164177321869312
Are we comparing scarf lady and the sociopathic Covidiot to Dr Fauci? That’s like comparing the last 4 years to the 4 years before that. Obviously,fauci,FAVOR,_,_,1282828436902305793
@realDonaldTrump Vote in person but,fauci,AGAINST,_,_,1295153376804708352
"@TeaPainUSA This story proves that ignorance is not a shield against COVID-19!

PLEASE WEAR A MASK!
#IStandWithFauci 
#IStandWithFauci
#IStandWithFauci 
#IStandWithFauci
#IStandWithFauci
#IStandWithFauci",fauci,FAVOR,_,_,1282828207822176259
"Local chiropractors father died last night, 94 years old COPD, and other health issues. Listed his death has coronavirus. This is the bullshit lies we are all dealing with. Enough, and over it. #coronalies",fauci,AGAINST,_,_,1295111927170043910
Fauci has always take COVID-19 seriously.  Trump did not and even now does not. Why is there such confusion???,fauci,FAVOR,_,_,1282827397776146434
@donaldrusso994 Why is Anthony Fauci still working at the NIH and even allowed in the White House?,fauci,AGAINST,_,_,1295101597614309376
"Trump knows the virus is devastating black &amp; brown families.  He won't ramp up rapid testing (it takes 10 days)  Some die before they get results . Asymptomatic carriers spread it unknowingly.  

Test &amp; isolate the sick &amp; asymptomatic &amp; get a handle on this shit.",fauci,FAVOR,_,_,1282825073984974849
"@realDonaldTrump We do not need Dr. fraudci to have a regular life already.  

He’s abusing you with corrupted information vetted by the globalists around you.  

Please",fauci,AGAINST,_,_,1295088132505968640
We need facts and a level-headed approach to the coronavirus.,fauci,FAVOR,_,_,1282824893390708736
@realDonaldTrump @Lynn5357 Masks Don't work.  Please end the madness now.  You need to #flattenthefear.  100 percent back to normal unless you are elderly.  Football on with fans.  Military academies don't need to be locked down.  They need herd immunity.,fauci,AGAINST,_,_,1295085082659692544
@GovParsonMO don’t let Missouri become Florida. Mandate masks!,fauci,FAVOR,_,_,1282822168070553602
"@kidgolferman @Birdle_2963 @realDonaldTrump 
Fire POS Fauci 
The SOB knows HCQ Works, but says it doesn't so him and his wife Christine Grady make more money on the crappy dangerous Vacinnes.",fauci,AGAINST,_,_,1295081507451699201
@sfpelosi I want that mask,fauci,FAVOR,_,_,1282821748015140864
"@realDonaldTrump Great however, WE DONT CARE ABOUT WHAT FAUCI HAS TO SAY!!!",fauci,AGAINST,_,_,1295078234460172291
@jimsciutto @gregggonsalves Trump discrediting you is like winning the Nobel Prize. It's a badge of honor. He is an evil stain on America.  We need to get rid of him. #8645110320 #istandwithfauci #.#WhereAreTheTests #WhereAreTheTests #WhereAreTheTests #WeAreNotDyingForRepublicans,fauci,FAVOR,_,_,1282819985497362432
"Ok, I was in the grocery store yesterday - wearing my “face covering” like a good little citizen - when the peron next to me passed gas, and I could smell it!! I don’t think masks can stop a #COVID19 virus particle(s). @NYGovCuomo",fauci,AGAINST,_,_,1295072673777831936
@littledeekay The republican war on science and reason continues from climate change to coronavirus.,fauci,FAVOR,_,_,1282816731027779588
Fauci said schools should be prioritized to open &amp; “non essential“ businesses like restaurants &amp; bars should be closed in communities. Fauci has done so much damage to our country.,fauci,AGAINST,_,_,1295008420148510721
"@CathyNotToday Trump confirmed he told ""his people"" to slow testing down.  Fauci testified he was never told this therefore it was pretty damn obvious who ""his people"" were--red state governors.  Now we know at least one of those was @GovRonDeSantis.  #DeSantisResignNow",fauci,FAVOR,_,_,1282814386231373824
"@theblaze 7 months in and he's just now warning us about the risk to persons with obesity, hypertension,&amp;diabetes.Treatment protocols could have been tailored to their specific comorbidities to mitigate the impact of covid illness and health coaches could have been provided.",fauci,AGAINST,_,_,1294880185884565504
"To paraphrase #RonaldReagan: It's Mourning in America with 136,000+ deaths from #COVID19 and the cold, uncaring ineptitude of @realDonaldTrump and his entire administration. #TrumpsKatrina  #MourningInAmerica #TrumpFailedAmerica",fauci,FAVOR,_,_,1282813506128015366
@SJPFISH sooo true she's a bad ass with style.....fauci looks like a weak string bean lol.,fauci,AGAINST,_,_,1294844440398503937
The guy that admitted to lying about wearing mask for front line workers can get them. The guy that changes his mind every 5 min. no I don't stand w/Fauci. He's been part of the problem. people are stupid enough to just believe what the MSM &amp; dem's are peddling.,fauci,FAVOR,_,_,1282810119890272258
"@donnajeanbell Fool me once, shame on you. Fool me twice, shame on me.",fauci,AGAINST,_,_,1294804139633831937
130k Americans dead before  #CoronaDon wears a mask in public,fauci,FAVOR,_,_,1282807738641285122
@DallasFlamesFan @CathyHolladay1 This is what I think also.,fauci,AGAINST,_,_,1294764733887905792
"@timruss2 Can #Chuck Woolery explain 571k deaths worldwide … 137k deaths in the US. 
#ChuckWoolery is a #COVIDIOT",fauci,FAVOR,_,_,1282805237661577216
Dr. Fauci now says thermometers are NOT reliable and should not be used to check individuals. This :clown_face: has been wrong and inconsistent more than the weather forecasters. Come on man! Fire this clown! #ByeFauci,fauci,AGAINST,_,_,1294744711891005440
@SteveScalise @realDonaldTrump You're a joke......#TrumpIsALaughingStock #COVIDIOTS,fauci,FAVOR,_,_,1282805045088616448
@LionelMedia State control over the sheep.  #CoronaHoax #FalseFlag,fauci,AGAINST,_,_,1294738410284843010
The white house is a joke and needs to realize they are killing the voters they need us smarter Americans know to vote blue and wear mask  #TrumpGolfsAmericansDie #TrumpIsLosing,fauci,FAVOR,_,_,1282805343932813313
@hrkbenowen Fauci needs security because he has lied to us sense January and is instrumental in taking away our freedoms and tanking the economy,fauci,AGAINST,_,_,1294685879320150017
"@nowthisnews Because #TrumpOwnsEveryDeath is a freaking dumbass. And although more testing does reveal how many ""are actually infected"", testing has nothing to do with increased hospitalizations or deaths.",fauci,FAVOR,_,_,1282803824198131713
There will be No Herd immunity for Covid-19 because this virus is not from nature but it is a virus made in a laboratory and built as a bioweapon so this is why rising heat in summer doesnot affect and reduce its transmission,fauci,AGAINST,_,_,1294685249943805953
Your daily reminder the Trump administration has no plan to contain the corona virus and wants to send your kids back to school without providing them with masks and gloves; while ignoring social distancing guidelines from the CDC and world health organization.,fauci,FAVOR,_,_,1282802176876740608
@reubing Didn’t Fauci also say we could meet someone online and have sex with them w/o worrying abt COVID? Then he got the Media and Democrats to spread WAR against Hydroxy Cloroquine b/c @realDonaldTrump had a good feeling it could work as Treatment for Virus? @reubing:two_hearts:,fauci,AGAINST,_,_,1294668843516821504
